t	x_coord	y_coord	vol	S1	S2	id
2.3	37	44	138	0.0877849	0.551283	19
2.3	40	25	179	0.0821656	0.557614	20
2.3	49	22	160	0.0844653	0.554992	22
2.3	9	21	113	0.0929779	0.545657	23
2.3	13	39	144	0.0867392	0.552442	24
2.3	28	31	163	0.0839997	0.555519	25
2.3	21	35	172	0.0830823	0.556563	27
2.3	47	32	185	0.0815286	0.558348	28
2.3	48	46	111	0.0937156	0.544875	30
2.3	46	42	118	0.091469	0.547271	31
2.3	26	37	131	0.0890695	0.549872	36
2.3	3	27	194	0.0806788	0.559334	37
2.3	10	23	155	0.0850064	0.554381	39
2.3	33	5	108	0.0947033	0.543834	40
2.3	7	48	131	0.0885013	0.550495	42
2.3	31	21	109	0.0655507	0.577986	43
2.3	0	29	160	0.0649464	0.578778	44
2.3	25	6	100	0.0970591	0.541379	45
2.3	45	45	104	0.0957802	0.542707	46
2.3	36	32	165	0.0831927	0.556437	48
2.3	32	7	153	0.0836594	0.555906	49
2.3	25	15	122	0.0909725	0.547805	50
2.3	23	40	185	0.0816252	0.558237	52
2.3	33	8	157	0.0846592	0.554772	53
2.3	39	20	133	0.0886815	0.550297	55
2.3	32	17	197	0.0624283	0.58212	56
2.3	0	9	160	0.0841781	0.555317	58
2.3	24	8	193	0.0803088	0.559764	61
2.3	13	20	185	0.0814309	0.558461	62
2.3	1	5	117	0.0918819	0.546827	63
2.3	40	16	169	0.0641139	0.579875	64
2.3	14	33	148	0.0854604	0.55387	65
2.3	7	6	130	0.089268	0.549655	66
2.3	29	41	179	0.0823208	0.557436	70
2.3	29	14	170	0.0639741	0.58006	72
2.3	13	43	196	0.080746	0.559255	75
2.3	44	4	151	0.085614	0.553698	76
2.3	45	20	113	0.0933491	0.545263	78
2.3	26	40	110	0.093823	0.544762	81
2.3	16	33	142	0.0867014	0.552484	82
2.3	43	6	110	0.0941721	0.544393	83
2.3	22	32	187	0.0814466	0.558443	84
2.3	9	42	148	0.0861475	0.553101	85
2.3	43	23	173	0.0827988	0.556887	86
2.3	15	48	105	0.0953279	0.543179	87
2.3	3	21	139	0.0871692	0.551964	90
2.3	17	12	191	0.0809532	0.559015	91
2.3	23	30	145	0.0865772	0.552622	92
2.3	7	13	127	0.0901054	0.548743	93
2.3	31	36	142	0.0871448	0.551991	95
2.3	23	15	108	0.0943778	0.544176	97
2.3	42	14	97.5	0.0978962	0.540517	101
2.3	45	18	97.5	0.0978962	0.540517	102
2.3	46	8	62.5	0.117299	0.521837	103
2.3	49	10	62.5	0.117299	0.521837	104
2.3	1	32	63	0.066844	0.576304	105
2.3	8	45	51.5	0.128311	0.512239	107
2.3	20	38	51.5	0.128311	0.512239	108
2.3	35	20	64	0.11559	0.523388	109
2.3	36	44	77.5	0.105191	0.533208	111
2.3	31	48	77.5	0.105191	0.533208	112
2.3	2	0	52.5	0.124647	0.515359	113
2.3	34	46	67.5	0.0883049	0.55071	115
2.3	31	48	67.5	0.0883049	0.55071	116
2.3	15	37	67.5	0.0883049	0.55071	117
2.3	19	46	67.5	0.0883049	0.55071	118
2.3	31	4	65	0.088881	0.550078	119
2.3	28	7	65	0.088881	0.550078	120
2.3	17	6	64.5	0.0888138	0.550152	121
2.3	14	3	64.5	0.0888138	0.550152	122
2.3	41	22	32	0.11559	0.523388	123
2.3	39	22	32	0.11559	0.523388	124
2.3	2	3	26.25	0.124647	0.515359	125
2.3	0	4	26.25	0.124647	0.515359	126
2.4	14	26	149	0.0799707	0.565686	3
2.4	26	7	108	0.0864924	0.556324	4
2.4	24	8	136	0.081615	0.563277	6
2.4	39	10	129	0.0626696	0.593296	7
2.4	2	48	104	0.0870602	0.555533	8
2.4	26	28	105	0.0872239	0.555306	9
2.4	15	19	137	0.081256	0.5638	10
2.4	46	8	171	0.0777552	0.568988	11
2.4	22	6	197	0.0757723	0.571997	12
2.4	32	0	145	0.0806379	0.564705	13
2.4	31	40	199	0.0755305	0.572367	14
2.4	21	13	194	0.0760791	0.571528	15
2.4	15	26	130	0.0824842	0.562017	16
2.4	26	41	182	0.0768474	0.570359	17
2.4	41	21	112	0.0856472	0.557509	18
2.4	37	46	138	0.0813606	0.563648	19
2.4	42	23	179	0.0771015	0.569974	20
2.4	49	22	160	0.0788448	0.567356	22
2.4	9	19	113	0.0852943	0.558006	23
2.4	13	38	144	0.0805682	0.564807	24
2.4	26	31	163	0.0784919	0.567883	25
2.4	19	34	172	0.0777965	0.568926	27
2.4	48	34	185	0.0766185	0.570706	28
2.4	49	47	111	0.0858528	0.55722	30
2.4	45	43	118	0.0841515	0.559626	31
2.4	28	35	131	0.0823339	0.562234	36
2.4	2	29	194	0.0759741	0.571688	37
2.4	12	24	155	0.079255	0.566746	39
2.4	35	3	108	0.0866007	0.556173	40
2.4	6	46	131	0.0819033	0.562858	42
2.4	29	20	109	0.0644919	0.590176	43
2.4	0	29	160	0.0640328	0.590957	44
2.4	25	4	100	0.0883842	0.553703	45
2.4	43	43	104	0.0874161	0.555039	46
2.4	37	33	165	0.0778802	0.5688	48
2.4	30	8	153	0.0782339	0.568269	49
2.4	27	15	122	0.0837754	0.560162	50
2.4	25	40	185	0.0766918	0.570595	52
2.4	35	7	157	0.0789918	0.567137	53
2.4	38	20	133	0.0820399	0.56266	55
2.4	34	17	197	0.0621193	0.594248	56
2.4	0	9	160	0.0786271	0.567681	58
2.4	24	9	193	0.0756936	0.572117	61
2.4	14	20	185	0.0765444	0.570819	62
2.4	1	5	117	0.0844642	0.559181	63
2.4	41	18	169	0.0634003	0.592038	64
2.4	16	33	148	0.0795991	0.566236	65
2.4	7	8	130	0.0824842	0.562017	66
2.4	31	43	179	0.0772192	0.569796	70
2.4	31	12	170	0.063294	0.592221	72
2.4	12	42	196	0.0760251	0.57161	75
2.4	46	4	151	0.0797155	0.566063	76
2.4	44	20	113	0.0855753	0.55761	78
2.4	25	42	110	0.0859342	0.557106	81
2.4	16	34	142	0.0805395	0.564849	82
2.4	42	6	110	0.0861985	0.556735	83
2.4	21	30	187	0.0765563	0.570801	84
2.4	11	40	148	0.0801198	0.565467	85
2.4	43	21	173	0.0775816	0.569249	86
2.4	17	46	105	0.0870737	0.555515	87
2.4	3	23	139	0.0808941	0.564329	90
2.4	15	14	191	0.0761822	0.57137	91
2.4	24	28	145	0.0804454	0.564987	92
2.4	7	14	127	0.0831186	0.561103	93
2.4	33	38	142	0.0808755	0.564356	95
2.4	21	17	108	0.0863543	0.556517	97
2.4	43	15	97.5	0.0890179	0.552834	101
2.4	46	16	97.5	0.0890179	0.552834	102
2.4	45	8	62.5	0.10369	0.533901	103
2.4	48	12	62.5	0.10369	0.533901	104
2.4	3	31	63	0.0654744	0.588516	105
2.4	10	47	51.5	0.112007	0.524084	107
2.4	21	39	51.5	0.112007	0.524084	108
2.4	33	18	64	0.102399	0.535482	109
2.4	37	45	77.5	0.0945373	0.545452	111
2.4	32	47	77.5	0.0945373	0.545452	112
2.4	2	0	52.5	0.109241	0.527282	113
2.4	33	47	67.5	0.0817545	0.563074	115
2.4	31	47	67.5	0.0817545	0.563074	116
2.4	16	39	67.5	0.0817545	0.563074	117
2.4	19	48	67.5	0.0817545	0.563074	118
2.4	29	5	65	0.082191	0.562441	119
2.4	27	9	65	0.082191	0.562441	120
2.4	19	5	64.5	0.0821402	0.562514	121
2.4	14	5	64.5	0.0821402	0.562514	122
2.4	41	22	32	0.102399	0.535482	123
2.4	41	20	32	0.102399	0.535482	124
2.4	2	2	26.25	0.109241	0.527282	125
2.4	0	3	26.25	0.109241	0.527282	126
2.5	16	26	149	0.0753616	0.577045	3
2.5	25	7	108	0.0803311	0.568042	4
2.5	24	6	136	0.0766151	0.574732	6
2.5	37	11	129	0.0621525	0.603364	7
2.5	2	46	104	0.0807635	0.567279	8
2.5	28	26	105	0.0808882	0.56706	9
2.5	14	17	137	0.0763414	0.575234	10
2.5	48	9	171	0.0736723	0.58021	11
2.5	24	5	197	0.0721599	0.583091	12
2.5	32	2	145	0.0758703	0.576103	13
2.5	32	39	199	0.0719754	0.583445	14
2.5	21	12	194	0.0723939	0.582642	15
2.5	14	24	130	0.0772775	0.573521	16
2.5	28	42	182	0.07298	0.581523	17
2.5	42	23	112	0.0796874	0.569183	18
2.5	37	48	138	0.0764211	0.575088	19
2.5	44	22	179	0.0731737	0.581155	20
2.5	49	22	160	0.0745032	0.578647	22
2.5	7	20	113	0.0794185	0.569662	23
2.5	11	37	144	0.0758171	0.576201	24
2.5	28	32	163	0.0742341	0.579151	25
2.5	17	36	172	0.0737038	0.580151	27
2.5	48	34	185	0.0728054	0.581856	28
2.5	49	47	111	0.079844	0.568905	30
2.5	45	44	118	0.0785479	0.571221	31
2.5	26	35	131	0.0771629	0.57373	36
2.5	4	30	194	0.0723138	0.582795	37
2.5	11	22	155	0.074816	0.578061	39
2.5	34	1	108	0.0804136	0.567896	40
2.5	8	46	131	0.0768348	0.574329	42
2.5	27	19	109	0.0635458	0.600407	43
2.5	1	29	160	0.0631948	0.601148	44
2.5	26	3	100	0.0817717	0.565513	45
2.5	42	44	104	0.0810345	0.566803	46
2.5	37	33	165	0.0737676	0.58003	48
2.5	31	9	153	0.0740374	0.579521	49
2.5	25	16	122	0.0782614	0.571737	50
2.5	27	39	185	0.0728612	0.581749	52
2.5	37	6	157	0.0746153	0.578437	53
2.5	40	19	133	0.0769389	0.574139	55
2.5	34	15	197	0.0617316	0.604266	56
2.5	0	9	160	0.0743372	0.578958	58
2.5	23	10	193	0.0720998	0.583206	61
2.5	12	18	185	0.0727488	0.581964	62
2.5	1	5	117	0.0787862	0.570793	63
2.5	43	20	169	0.0627112	0.602173	64
2.5	17	34	148	0.0750783	0.577572	65
2.5	6	7	130	0.0772775	0.573521	66
2.5	29	42	179	0.0732635	0.580984	70
2.5	31	12	170	0.06263	0.602345	72
2.5	14	42	196	0.0723527	0.582721	75
2.5	46	3	151	0.0751671	0.577407	76
2.5	44	22	113	0.0796326	0.569281	78
2.5	26	42	110	0.0799059	0.568795	81
2.5	18	32	142	0.0757953	0.576241	82
2.5	44	7	110	0.0801073	0.568438	83
2.5	22	30	187	0.0727579	0.581946	84
2.5	12	41	148	0.0754753	0.576834	85
2.5	41	22	173	0.0735399	0.58046	86
2.5	18	46	105	0.0807738	0.567261	87
2.5	1	22	139	0.0760655	0.575742	90
2.5	16	15	191	0.0724725	0.582491	91
2.5	26	29	145	0.0757235	0.576374	92
2.5	6	15	127	0.0777609	0.572642	93
2.5	34	37	142	0.0760514	0.575768	95
2.5	23	16	108	0.0802259	0.568228	97
2.5	43	15	97.5	0.0822542	0.564674	101
2.5	44	18	97.5	0.0822542	0.564674	102
2.5	44	8	62.5	0.0934136	0.546303	103
2.5	48	12	62.5	0.0934136	0.546303	104
2.5	1	31	63	0.0642967	0.598832	105
2.5	9	47	51.5	0.0997293	0.536704	107
2.5	20	41	51.5	0.0997293	0.536704	108
2.5	31	16	64	0.0924321	0.547844	109
2.5	38	43	77.5	0.0864546	0.557533	111
2.5	30	46	77.5	0.0864546	0.557533	112
2.5	2	0	52.5	0.0976292	0.539837	113
2.5	35	48	67.5	0.0767214	0.574537	115
2.5	32	48	67.5	0.0767214	0.574537	116
2.5	17	37	67.5	0.0767214	0.574537	117
2.5	18	46	67.5	0.0767214	0.574537	118
2.5	29	7	65	0.0770541	0.573928	119
2.5	25	11	65	0.0770541	0.573928	120
2.5	17	4	64.5	0.0770153	0.573999	121
2.5	12	7	64.5	0.0770153	0.573999	122
2.5	43	21	32	0.0924321	0.547844	123
2.5	42	21	32	0.0924321	0.547844	124
2.5	0	3	26.25	0.0976292	0.539837	125
2.5	0	3	26.25	0.0976292	0.539837	126
2.6	16	24	149	0.0717874	0.587318	3
2.6	24	5	108	0.0755972	0.578903	4
2.6	22	4	136	0.0727487	0.585159	6
2.6	35	12	129	0.0616395	0.611737	7
2.6	0	48	104	0.0759286	0.578189	8
2.6	30	25	105	0.0760241	0.577984	9
2.6	14	16	137	0.0725389	0.585628	10
2.6	48	9	171	0.0704914	0.590268	11
2.6	24	3	197	0.0693306	0.59295	12
2.6	30	4	145	0.0721776	0.586439	13
2.6	33	37	199	0.069189	0.59328	14
2.6	22	10	194	0.0695103	0.592533	15
2.6	14	23	130	0.0732567	0.584028	16
2.6	27	42	182	0.0699601	0.591491	17
2.6	41	22	112	0.0751039	0.579972	18
2.6	37	48	138	0.0726	0.585491	19
2.6	43	23	179	0.0701088	0.591148	20
2.6	49	22	160	0.0711289	0.588811	22
2.6	6	22	113	0.0748979	0.58042	23
2.6	10	39	144	0.0721368	0.58653	24
2.6	27	33	163	0.0709225	0.589282	25
2.6	15	35	172	0.0705155	0.590213	27
2.6	48	32	185	0.0698261	0.591801	28
2.6	48	48	111	0.075224	0.579711	30
2.6	45	43	118	0.0742306	0.581879	31
2.6	25	36	131	0.0731688	0.584223	36
2.6	6	32	194	0.0694488	0.592675	37
2.6	11	23	155	0.0713689	0.588266	39
2.6	34	1	108	0.0756604	0.578767	40
2.6	9	46	131	0.0729172	0.584783	42
2.6	28	21	109	0.0627114	0.609006	43
2.6	1	28	160	0.0624414	0.609691	44
2.6	25	3	100	0.0767009	0.576535	45
2.6	43	45	104	0.0761362	0.577743	46
2.6	39	34	165	0.0705645	0.590101	48
2.6	30	7	153	0.0707715	0.589627	49
2.6	27	15	122	0.074011	0.582361	50
2.6	28	39	185	0.0698689	0.591702	52
2.6	38	8	157	0.0712149	0.588616	53
2.6	38	21	133	0.072997	0.584605	55
2.6	32	14	197	0.0613156	0.61257	56
2.6	2	9	160	0.0710016	0.589101	58
2.6	24	10	193	0.0692845	0.593058	61
2.6	13	17	185	0.0697827	0.591901	62
2.6	1	7	117	0.0744133	0.581478	63
2.6	44	22	169	0.0620694	0.610637	64
2.6	15	32	148	0.0715701	0.587809	65
2.6	8	6	130	0.0732567	0.584028	66
2.6	27	44	179	0.0701777	0.590989	70
2.6	31	12	170	0.0620069	0.610797	72
2.6	14	41	196	0.0694786	0.592606	75
2.6	47	2	151	0.0716382	0.587655	76
2.6	43	24	113	0.075062	0.580063	78
2.6	26	42	110	0.0752714	0.579608	81
2.6	17	31	142	0.0721201	0.586568	82
2.6	46	5	110	0.0754257	0.579274	83
2.6	22	29	187	0.0697897	0.591885	84
2.6	11	41	148	0.0718746	0.587121	85
2.6	41	24	173	0.0703898	0.590502	86
2.6	18	48	105	0.0759364	0.578172	87
2.6	0	20	139	0.0723273	0.586102	90
2.6	16	16	191	0.0695706	0.592393	91
2.6	25	28	145	0.072065	0.586692	92
2.6	5	15	127	0.0736273	0.583207	93
2.6	32	36	142	0.0723165	0.586127	95
2.6	25	18	108	0.0755166	0.579078	97
2.6	43	14	97.5	0.0770705	0.575748	101
2.6	42	17	97.5	0.0770705	0.575748	102
2.6	42	8	62.5	0.0856085	0.55845	103
2.6	48	13	62.5	0.0856085	0.55845	104
2.6	0	33	63	0.063289	0.607551	105
2.6	9	45	51.5	0.090433	0.549355	107
2.6	20	42	51.5	0.090433	0.549355	108
2.6	32	15	64	0.0848583	0.559907	109
2.6	37	45	77.5	0.0802863	0.569041	111
2.6	31	48	77.5	0.0802863	0.569041	112
2.6	2	0	52.5	0.0888294	0.552328	113
2.6	37	47	67.5	0.0728303	0.584977	115
2.6	32	49	67.5	0.0728303	0.584977	116
2.6	19	39	67.5	0.0728303	0.584977	117
2.6	20	45	67.5	0.0728303	0.584977	118
2.6	28	9	65	0.0730854	0.584409	119
2.6	24	10	65	0.0730854	0.584409	120
2.6	17	6	64.5	0.0730556	0.584475	121
2.6	13	8	64.5	0.0730556	0.584475	122
2.6	43	21	32	0.0848583	0.559907	123
2.6	41	22	32	0.0848583	0.559907	124
2.6	0	3	26.25	0.0888294	0.552328	125
2.6	1	5	26.25	0.0888294	0.552328	126
2.7	14	24	149	0.0689986	0.596497	3
2.7	23	5	108	0.0719376	0.588793	4
2.7	23	5	136	0.0697405	0.594523	6
2.7	34	12	129	0.0611529	0.618719	7
2.7	0	48	104	0.072193	0.588138	8
2.7	31	24	105	0.0722667	0.58795	9
2.7	12	15	137	0.0695786	0.594952	10
2.7	48	7	171	0.067998	0.599192	11
2.7	22	4	197	0.0671016	0.60164	12
2.7	30	5	145	0.0692997	0.595693	13
2.7	35	36	199	0.0669922	0.601941	14
2.7	23	12	194	0.0672403	0.601259	15
2.7	15	22	130	0.0701325	0.593488	16
2.7	29	42	182	0.0675877	0.600309	17
2.7	41	24	112	0.0715572	0.589773	18
2.7	37	48	138	0.0696258	0.594827	19
2.7	41	25	179	0.0677026	0.599995	20
2.7	49	22	160	0.0684903	0.597861	22
2.7	7	20	113	0.0713984	0.590183	23
2.7	12	37	144	0.0692683	0.595777	24
2.7	29	31	163	0.0683309	0.598291	25
2.7	14	33	172	0.0680167	0.599142	27
2.7	47	33	185	0.0674843	0.600591	28
2.7	47	46	111	0.0716498	0.589534	30
2.7	46	43	118	0.0708837	0.59152	31
2.7	26	38	131	0.0700647	0.593666	36
2.7	8	30	194	0.0671928	0.601389	37
2.7	9	22	155	0.0686755	0.597363	39
2.7	34	2	108	0.0719863	0.588668	40
2.7	7	47	131	0.0698705	0.594179	42
2.7	29	22	109	0.0619829	0.616244	43
2.7	0	28	160	0.0617739	0.616864	44
2.7	25	2	100	0.0727884	0.58662	45
2.7	44	47	104	0.0723531	0.587729	46
2.7	37	35	165	0.0680545	0.599039	48
2.7	29	5	153	0.0682144	0.598606	49
2.7	27	16	122	0.0707143	0.591962	50
2.7	27	38	185	0.0675174	0.600501	52
2.7	36	7	157	0.0685567	0.597683	53
2.7	38	19	133	0.0699321	0.594016	55
2.7	31	12	197	0.060902	0.619473	56
2.7	1	11	160	0.068392	0.598127	58
2.7	22	8	193	0.0670659	0.601738	61
2.7	12	16	185	0.0674507	0.600683	62
2.7	3	5	117	0.0710246	0.591153	63
2.7	42	21	169	0.0614858	0.617722	64
2.7	17	33	148	0.0688309	0.596946	65
2.7	7	7	130	0.0701325	0.593488	66
2.7	25	46	179	0.0677558	0.599851	70
2.7	31	11	170	0.0614374	0.617867	72
2.7	13	39	196	0.0672159	0.601326	75
2.7	47	3	151	0.0688834	0.596805	76
2.7	45	24	113	0.0715249	0.589856	78
2.7	25	43	110	0.0716864	0.58944	81
2.7	18	32	142	0.0692553	0.595811	82
2.7	44	7	110	0.0718054	0.589133	83
2.7	21	29	187	0.0674561	0.600668	84
2.7	12	42	148	0.0690659	0.596317	85
2.7	42	26	173	0.0679196	0.599405	86
2.7	18	48	105	0.0721991	0.588123	87
2.7	0	20	139	0.0694153	0.595386	90
2.7	14	14	191	0.0672869	0.601131	91
2.7	25	26	145	0.0692129	0.595925	92
2.7	7	14	127	0.0704184	0.592736	93
2.7	32	35	142	0.069407	0.595408	95
2.7	23	16	108	0.0718754	0.588953	97
2.7	41	16	97.5	0.0730732	0.585898	101
2.7	40	16	97.5	0.0730732	0.585898	102
2.7	40	6	62.5	0.0796456	0.569963	103
2.7	48	13	62.5	0.0796456	0.569963	104
2.7	0	33	63	0.0624301	0.614923	105
2.7	7	45	51.5	0.0833532	0.56154	107
2.7	21	44	51.5	0.0833532	0.56154	108
2.7	33	14	64	0.0790687	0.571309	109
2.7	37	46	77.5	0.0755505	0.579732	111
2.7	29	49	77.5	0.0755505	0.579732	112
2.7	3	1	52.5	0.0821213	0.564296	113
2.7	37	47	67.5	0.0698034	0.594356	115
2.7	34	49	67.5	0.0698034	0.594356	116
2.7	20	40	67.5	0.0698034	0.594356	117
2.7	20	45	67.5	0.0698034	0.594356	118
2.7	27	8	65	0.0700003	0.593836	119
2.7	24	8	65	0.0700003	0.593836	120
2.7	15	5	64.5	0.0699773	0.593897	121
2.7	12	9	64.5	0.0699773	0.593897	122
2.7	41	21	32	0.0790687	0.571309	123
2.7	41	23	32	0.0790687	0.571309	124
2.7	0	3	26.25	0.0821213	0.564296	125
2.7	0	3	26.25	0.0821213	0.564296	126
2.8	13	22	149	0.0668093	0.60462	3
2.8	22	5	108	0.0690908	0.597675	4
2.8	22	5	136	0.0673855	0.602842	6
2.8	33	12	129	0.0607046	0.624554	7
2.8	0	49	104	0.069289	0.597084	8
2.8	30	24	105	0.0693461	0.596914	9
2.8	13	15	137	0.0672597	0.603229	10
2.8	49	9	171	0.0660319	0.607046	11
2.8	23	2	197	0.0653352	0.609247	12
2.8	32	5	145	0.0670432	0.603897	13
2.8	35	38	199	0.0652501	0.609517	14
2.8	25	11	194	0.065443	0.608904	15
2.8	16	23	130	0.0676898	0.60191	16
2.8	27	44	182	0.0657131	0.60805	17
2.8	40	22	112	0.0687957	0.598559	18
2.8	35	46	138	0.0672964	0.603116	19
2.8	40	26	179	0.0658023	0.607768	20
2.8	48	22	160	0.0664144	0.605849	22
2.8	7	20	113	0.0686724	0.59893	23
2.8	12	37	144	0.0670187	0.603972	24
2.8	29	29	163	0.0662906	0.606235	25
2.8	14	32	172	0.0660464	0.607	27
2.8	47	32	185	0.0656326	0.608304	28
2.8	49	45	111	0.0688675	0.598344	30
2.8	48	41	118	0.068273	0.600136	31
2.8	25	37	131	0.0676372	0.602071	36
2.8	7	31	194	0.0654061	0.609021	37
2.8	9	24	155	0.0665583	0.6054	39
2.8	34	2	108	0.0691286	0.597562	40
2.8	8	49	131	0.0674865	0.602532	42
2.8	30	24	109	0.0613515	0.62234	43
2.8	2	26	160	0.0611886	0.622895	44
2.8	23	3	100	0.0697508	0.595713	45
2.8	45	47	104	0.0694131	0.596714	46
2.8	39	37	165	0.0660758	0.606908	48
2.8	28	5	153	0.0662	0.606519	49
2.8	29	15	122	0.0681415	0.600534	50
2.8	27	36	185	0.0656584	0.608223	52
2.8	37	6	157	0.066466	0.605688	53
2.8	37	20	133	0.0675343	0.602386	55
2.8	31	12	197	0.060509	0.625228	56
2.8	2	13	160	0.066338	0.606087	58
2.8	23	6	193	0.0653075	0.609335	61
2.8	10	16	185	0.0656066	0.608386	62
2.8	5	5	117	0.0683824	0.599805	63
2.8	43	21	169	0.0609641	0.623663	64
2.8	16	32	148	0.066679	0.605025	65
2.8	9	5	130	0.0676898	0.60191	66
2.8	26	47	179	0.0658437	0.607638	70
2.8	33	13	170	0.0609264	0.623792	72
2.8	12	38	196	0.065424	0.608964	75
2.8	45	3	151	0.0667198	0.604898	76
2.8	43	24	113	0.0687706	0.598635	78
2.8	24	44	110	0.0688959	0.598259	81
2.8	20	32	142	0.0670087	0.604003	82
2.8	45	8	110	0.0689882	0.597982	83
2.8	22	31	187	0.0656108	0.608373	84
2.8	10	43	148	0.0668616	0.604458	85
2.8	43	25	173	0.065971	0.607237	86
2.8	16	48	105	0.0692937	0.59707	87
2.8	2	21	139	0.0671329	0.60362	90
2.8	15	13	191	0.0654793	0.608789	91
2.8	27	28	145	0.0669757	0.604105	92
2.8	5	13	127	0.0679118	0.601233	93
2.8	31	34	142	0.0671265	0.60364	95
2.8	23	14	108	0.0690426	0.597819	97
2.8	43	17	97.5	0.0699717	0.595061	101
2.8	42	17	97.5	0.0699717	0.595061	102
2.8	40	6	62.5	0.0750624	0.580621	103
2.8	46	15	62.5	0.0750624	0.580621	104
2.8	0	33	63	0.0616999	0.621159	105
2.8	8	45	51.5	0.0779291	0.572953	107
2.8	23	43	51.5	0.0779291	0.572953	108
2.8	34	14	64	0.074616	0.581843	109
2.8	36	45	77.5	0.0718919	0.589483	111
2.8	30	49	77.5	0.0718919	0.589483	112
2.8	1	2	52.5	0.076977	0.575465	113
2.8	37	48	67.5	0.0674344	0.602692	115
2.8	35	47	67.5	0.0674344	0.602692	116
2.8	21	40	67.5	0.0674344	0.602692	117
2.8	21	43	67.5	0.0674344	0.602692	118
2.8	25	9	65	0.0675872	0.602224	119
2.8	26	8	65	0.0675872	0.602224	120
2.8	13	7	64.5	0.0675694	0.602278	121
2.8	14	8	64.5	0.0675694	0.602278	122
2.8	43	22	32	0.074616	0.581843	123
2.8	43	23	32	0.074616	0.581843	124
2.8	0	3	26.25	0.076977	0.575465	125
2.8	2	4	26.25	0.076977	0.575465	126
2.9	15	20	149	0.0650803	0.611755	3
2.9	20	7	108	0.0668626	0.605567	4
2.9	21	5	136	0.0655306	0.610172	6
2.9	35	10	129	0.0602998	0.629439	7
2.9	1	48	104	0.0670173	0.60504	8
2.9	30	26	105	0.0670619	0.604888	9
2.9	11	15	137	0.0654323	0.610516	10
2.9	49	9	171	0.0644725	0.613912	11
2.9	25	3	197	0.0639275	0.615869	12
2.9	33	5	145	0.0652631	0.61111	13
2.9	36	36	199	0.063861	0.616109	14
2.9	23	9	194	0.0640119	0.615564	15
2.9	15	21	130	0.0657684	0.609341	16
2.9	25	44	182	0.0642231	0.614805	17
2.9	42	24	112	0.0666321	0.606356	18
2.9	36	45	138	0.0654609	0.610416	19
2.9	38	27	179	0.0642929	0.614555	20
2.9	48	22	160	0.0647716	0.612847	22
2.9	9	18	113	0.0665359	0.606686	23
2.9	12	36	144	0.065244	0.611178	24
2.9	30	27	163	0.0646747	0.613192	25
2.9	12	30	172	0.0644838	0.613872	27
2.9	48	34	185	0.0641602	0.615031	28
2.9	48	45	111	0.0666882	0.606164	30
2.9	46	43	118	0.066224	0.607761	31
2.9	23	39	131	0.0657272	0.609485	36
2.9	8	32	194	0.063983	0.615668	37
2.9	8	22	155	0.0648841	0.612448	39
2.9	36	3	108	0.0668921	0.605467	40
2.9	8	49	131	0.0656095	0.609896	42
2.9	28	26	109	0.0608072	0.627481	43
2.9	4	26	160	0.0606795	0.627972	44
2.9	24	5	100	0.0673777	0.603816	45
2.9	44	47	104	0.0671142	0.60471	46
2.9	41	37	165	0.0645068	0.61379	48
2.9	29	5	153	0.0646039	0.613444	49
2.9	31	13	122	0.0661213	0.608116	50
2.9	27	35	185	0.0641803	0.614958	52
2.9	38	5	157	0.0648119	0.612704	53
2.9	38	21	133	0.0656468	0.609765	55
2.9	31	11	197	0.0601464	0.630035	56
2.9	3	11	160	0.0647118	0.61306	58
2.9	21	4	193	0.0639058	0.615947	61
2.9	12	16	185	0.0641398	0.615104	62
2.9	7	6	117	0.0663094	0.607466	63
2.9	41	23	169	0.0605034	0.628651	64
2.9	17	33	148	0.0649784	0.612115	65
2.9	10	3	130	0.0657684	0.609341	66
2.9	26	46	179	0.0643252	0.614439	70
2.9	31	13	170	0.0604738	0.628765	72
2.9	14	38	196	0.063997	0.615618	75
2.9	45	3	151	0.0650103	0.612002	76
2.9	43	26	113	0.0666125	0.606423	78
2.9	24	45	110	0.0667104	0.606088	81
2.9	20	33	142	0.0652361	0.611205	82
2.9	43	7	110	0.0667825	0.605841	83
2.9	22	30	187	0.0641431	0.615092	84
2.9	9	41	148	0.0651211	0.61161	85
2.9	42	26	173	0.0644248	0.614083	86
2.9	16	48	105	0.0670209	0.605027	87
2.9	4	22	139	0.0653332	0.610864	90
2.9	15	13	191	0.0640402	0.615462	91
2.9	27	29	145	0.0652103	0.611296	92
2.9	6	12	127	0.0659418	0.608738	93
2.9	31	35	142	0.0653282	0.610882	95
2.9	22	12	108	0.0668249	0.605696	97
2.9	41	16	97.5	0.0675501	0.603234	101
2.9	43	15	97.5	0.0675501	0.603234	102
2.9	42	8	62.5	0.0715178	0.590314	103
2.9	44	17	62.5	0.0715178	0.590314	104
2.9	0	33	63	0.0610804	0.626435	105
2.9	8	45	51.5	0.073748	0.583427	107
2.9	23	45	51.5	0.073748	0.583427	108
2.9	33	12	64	0.0711703	0.59141	109
2.9	35	43	77.5	0.0690479	0.598251	111
2.9	30	49	77.5	0.0690479	0.598251	112
2.9	3	4	52.5	0.0730076	0.585685	113
2.9	36	48	67.5	0.0655688	0.610038	115
2.9	36	48	67.5	0.0655688	0.610038	116
2.9	19	41	67.5	0.0655688	0.610038	117
2.9	22	41	67.5	0.0655688	0.610038	118
2.9	24	11	65	0.0656882	0.609621	119
