t	x_coord	y_coord	vol	S1	S2	id
0	2	1	108	0.351852	0.5	1
0	25	39	196	0.367347	0.0867347	2
0	14	23	149	0.5	0.5	3
0	28	2	108	0.5	0.5	4
0	32	47	135	0.5	0.5	5
0	14	13	136	0.5	0.5	6
0	42	17	129	0.5	0.5	7
0	4	45	104	0.125	0.192308	8
0	24	37	105	0.447619	0.209524	9
0	14	16	137	0.313869	0.5	10
0	47	1	171	0.5	0.5	11
0	25	8	197	0.5	0.5	12
0	33	7	145	0.5	0.0689655	13
0	42	47	199	0.407035	0.5	14
0	6	9	194	0.5	0.242268	15
0	12	19	130	0.5	0.5	16
0	16	41	182	0.5	0.5	17
0	46	19	112	0.5	0.5	18
0	32	41	138	0.5	0.449275	19
0	38	40	179	0.5	0.452514	20
0	39	23	160	0.5	0.35	22
0	5	24	113	0.371681	0.5	23
0	18	42	144	0.5	0.5	24
0	42	28	163	0.5	0.5	25
0	17	36	172	0.5	0.19186	27
0	47	35	185	0.5	0.5	28
0	18	43	135	0.5	0.5	29
0	44	36	111	0.5	0.5	30
0	47	43	118	0.220339	0.5	31
0	42	13	133	0.330827	0.323308	32
0	8	12	177	0.5	0.5	34
0	25	39	131	0.5	0.5	36
0	8	22	194	0.5	0.5	37
0	8	40	115	0.5	0.5	38
0	4	30	155	0.458065	0.5	39
0	24	1	108	0.5	0.231481	40
0	3	49	131	0.0916031	0.29771	42
0	23	19	109	0.5	0.5	43
0	5	23	160	0.5	0.21875	44
0	23	19	100	0.5	0.5	45
0	49	49	104	0.5	0.461538	46
0	11	24	154	0.318182	0.0779221	47
0	46	30	165	0.109091	0.327273	48
0	30	7	153	0.385621	0.156863	49
0	23	5	122	0.5	0.5	50
0	22	1	130	0.2	0.307692	51
0	18	45	185	0.5	0.313514	52
0	35	5	157	0.414013	0.5	53
0	8	16	111	0.432432	0.144144	54
0	37	19	133	0.5	0.5	55
0	32	14	197	0.0659898	0.5	56
0	22	41	177	0.5	0.5	57
0	4	0	160	0.28125	0.23125	58
0	32	32	155	0.5	0.5	59
0	13	15	193	0.202073	0.46114	61
0	9	18	185	0.372973	0.297297	62
0	2	13	117	0.324786	0.5	63
0	46	19	169	0.0828402	0.301775	64
0	2	25	148	0.101351	0.5	65
0	7	11	130	0.5	0.5	66
0	3	22	197	0.5	0.5	67
0	29	31	103	0.5	0.5	68
0	32	34	179	0.5	0.178771	70
0	42	49	149	0.5	0.348993	71
0	33	27	170	0.0588235	0.5	72
0	20	2	129	0.0930233	0.5	73
0	10	43	196	0.494898	0.0714286	75
0	48	10	151	0.476821	0.5	76
0	1	1	105	0.238095	0.5	77
0	48	23	113	0.5	0.185841	78
0	31	14	188	0.196809	0.5	79
0	24	0	195	0.5	0.5	80
0	18	39	110	0.390909	0.5	81
0	12	15	142	0.190141	0.239437	82
0	40	9	110	0.5	0.172727	83
0	19	25	187	0.5	0.283422	84
0	17	40	148	0.5	0.412162	85
0	46	24	173	0.5	0.5	86
0	4	41	105	0.419048	0.5	87
0	17	38	156	0.24359	0.269231	88
0	4	17	139	0.151079	0.201439	90
0	15	9	191	0.5	0.5	91
0	13	23	145	0.5	0.5	92
0	5	7	127	0.5	0.110236	93
0	43	15	133	0.172932	0.218045	94
0	33	44	142	0.5	0.352113	95
0	22	13	101	0.5	0.207921	96
0	23	5	108	0.351852	0.398148	97
0	8	13	116	0.5	0.5	98
0	20	33	191	0.5	0.460733	99
0	48	22	97.5	0.482051	0.5	101
0	48	22	97.5	0.482051	0.5	102
0	47	3	62.5	0.5	0.376	103
0	49	4	62.5	0.5	0.376	104
0	0	38	63	0.230159	0.5	105
0	0	37	63	0.230159	0.5	106
0	6	35	51.5	0.252427	0.5	107
0	9	35	51.5	0.252427	0.5	108
0	37	27	64	0.117188	0.078125	109
0	35	27	64	0.117188	0.078125	110
0.1	0	0	108	0.278011	0.48581	1
0.1	24	38	196	0.300055	0.145496	2
0.1	16	22	149	0.387837	0.474231	3
0.1	26	1	108	0.387837	0.474231	4
0.1	34	45	135	0.387837	0.474231	5
0.1	15	14	136	0.387837	0.474231	6
0.1	41	17	129	0.387837	0.474231	7
0.1	4	46	104	0.116286	0.261997	8
0.1	25	35	105	0.355343	0.239814	9
0.1	12	14	137	0.249846	0.489479	10
0.1	45	3	171	0.387837	0.474231	11
0.1	24	9	197	0.387837	0.474231	12
0.1	32	7	145	0.399302	0.12089	13
0.1	44	45	199	0.318924	0.481043	14
0.1	6	11	194	0.393259	0.263021	15
0.1	10	18	130	0.387837	0.474231	16
0.1	17	41	182	0.387837	0.474231	17
0.1	46	17	112	0.387837	0.474231	18
0.1	32	43	138	0.388691	0.432672	19
0.1	36	41	179	0.388634	0.435326	20
0.1	38	22	160	0.39063	0.351323	22
0.1	5	23	113	0.292713	0.484026	23
0.1	18	43	144	0.387837	0.474231	24
0.1	40	28	163	0.387837	0.474231	25
0.1	18	38	172	0.394739	0.221692	27
0.1	49	35	185	0.387837	0.474231	28
0.1	16	41	135	0.387837	0.474231	29
0.1	45	35	111	0.387837	0.474231	30
0.1	48	42	118	0.180478	0.50022	31
0.1	42	15	133	0.265756	0.34295	32
0.1	7	13	177	0.387837	0.474231	34
0.1	26	37	131	0.387837	0.474231	36
0.1	8	22	194	0.387837	0.474231	37
0.1	10	40	115	0.387837	0.474231	38
0.1	5	32	155	0.356752	0.477136	39
0.1	26	1	108	0.393561	0.254178	40
0.1	2	48	131	0.0887218	0.354741	42
0.1	24	21	109	0.387837	0.474231	43
0.1	4	21	160	0.393927	0.24374	44
0.1	25	17	100	0.387837	0.474231	45
0.1	48	49	104	0.388477	0.44272	46
0.1	11	22	154	0.263899	0.142818	47
0.1	46	29	165	0.101063	0.375714	48
0.1	32	9	153	0.311008	0.201488	49
0.1	25	7	122	0.387837	0.474231	50
0.1	22	1	130	0.169016	0.345202	51
0.1	17	46	185	0.39145	0.32142	52
0.1	35	4	157	0.324097	0.480483	53
0.1	6	17	111	0.34619	0.18732	54
0.1	37	18	133	0.387837	0.474231	55
0.1	34	16	197	0.0659256	0.526089	56
0.1	24	39	177	0.387837	0.474231	57
0.1	4	1	160	0.231258	0.272523	58
0.1	31	34	155	0.387837	0.474231	59
0.1	11	14	193	0.167555	0.470798	61
0.1	11	17	185	0.297625	0.317757	62
0.1	3	12	117	0.257942	0.488389	63
0.1	45	19	169	0.0821159	0.359816	64
0.1	1	23	148	0.0921811	0.518933	65
0.1	6	9	130	0.387837	0.474231	66
0.1	4	21	197	0.387837	0.474231	67
0.1	29	31	103	0.387837	0.474231	68
0.1	31	36	179	0.395155	0.210959	70
0.1	40	48	149	0.390652	0.350498	71
0.1	32	27	170	0.0606037	0.527655	72
0.1	21	2	129	0.0859983	0.520538	73
0.1	11	42	196	0.395406	0.123246	75
0.1	49	8	151	0.370656	0.475805	76
0.1	1	1	105	0.193649	0.497964	77
0.1	47	23	113	0.394929	0.216756	78
0.1	32	13	188	0.163022	0.503393	79
0.1	24	0	195	0.387837	0.474231	80
0.1	17	39	110	0.306969	0.482374	81
0.1	10	16	142	0.163379	0.290545	82
0.1	42	9	110	0.395352	0.206003	83
0.1	18	24	187	0.392178	0.296756	84
0.1	19	41	148	0.389371	0.402263	85
0.1	44	24	173	0.387837	0.474231	86
0.1	5	43	105	0.327829	0.480084	87
0.1	17	38	156	0.2023	0.308018	88
0.1	6	18	139	0.135409	0.265181	90
0.1	16	9	191	0.387837	0.474231	91
0.1	15	22	145	0.387837	0.474231	92
0.1	4	5	127	0.39759	0.15475	93
0.1	42	14	133	0.151177	0.275468	94
0.1	33	42	142	0.390585	0.353054	95
0.1	23	14	101	0.394247	0.234861	96
0.1	24	4	108	0.279792	0.402329	97
0.1	8	15	116	0.387837	0.474231	98
0.1	19	33	191	0.388491	0.44206	99
0.1	47	22	97.5	0.374533	0.475443	101
0.1	46	24	97.5	0.374533	0.475443	102
0.1	46	1	62.5	0.390084	0.37263	103
0.1	47	3	62.5	0.390084	0.37263	104
0.1	0	36	63	0.187762	0.498958	105
0.1	2	39	63	0.187762	0.498958	106
0.1	8	36	51.5	0.20428	0.496223	107
0.1	10	34	51.5	0.20428	0.496223	108
0.1	36	29	64	0.114397	0.16943	109
0.1	37	28	64	0.114397	0.16943	110
0.2	0	0	108	0.223481	0.481649	1
0.2	26	36	196	0.247867	0.200138	2
0.2	16	20	149	0.305111	0.461516	3
0.2	26	1	108	0.305111	0.461516	4
0.2	35	43	135	0.305111	0.461516	5
0.2	15	14	136	0.305111	0.461516	6
0.2	41	18	129	0.305111	0.461516	7
0.2	3	48	104	0.107919	0.320796	8
0.2	25	33	105	0.286015	0.272181	9
0.2	10	16	137	0.202532	0.487906	10
0.2	45	1	171	0.305111	0.461516	11
0.2	23	8	197	0.305111	0.461516	12
0.2	31	9	145	0.322443	0.170837	13
0.2	42	43	199	0.2539	0.473433	14
0.2	7	13	194	0.313529	0.287925	15
0.2	11	16	130	0.305111	0.461516	16
0.2	17	42	182	0.305111	0.461516	17
0.2	46	19	112	0.305111	0.461516	18
0.2	33	43	138	0.306466	0.427384	19
0.2	34	42	179	0.306376	0.429564	20
0.2	36	23	160	0.309502	0.360542	22
0.2	7	24	113	0.234414	0.478585	23
0.2	20	44	144	0.305111	0.461516	24
0.2	38	30	163	0.305111	0.461516	25
0.2	19	40	172	0.315755	0.25391	27
0.2	49	35	185	0.305111	0.461516	28
0.2	15	39	135	0.305111	0.461516	29
0.2	47	35	111	0.305111	0.461516	30
0.2	47	42	118	0.150902	0.50591	31
0.2	43	17	133	0.217044	0.36589	32
0.2	6	11	177	0.305111	0.461516	34
0.2	27	38	131	0.305111	0.461516	36
0.2	6	21	194	0.305111	0.461516	37
0.2	8	40	115	0.305111	0.461516	38
0.2	4	33	155	0.282015	0.466624	39
0.2	26	1	108	0.313985	0.280649	40
0.2	2	49	131	0.0853559	0.402149	42
0.2	24	20	109	0.305111	0.461516	43
0.2	4	23	160	0.314537	0.272058	44
0.2	24	16	100	0.305111	0.461516	45
0.2	46	49	104	0.306128	0.435637	46
0.2	10	24	154	0.221102	0.201863	47
0.2	46	29	165	0.094109	0.416985	48
0.2	33	11	153	0.254203	0.244977	49
0.2	25	8	122	0.305111	0.461516	50
0.2	22	1	130	0.145191	0.380449	51
0.2	18	45	185	0.310768	0.335959	52
0.2	34	2	157	0.257745	0.47246	53
0.2	8	19	111	0.280752	0.229954	54
0.2	36	19	133	0.305111	0.461516	55
0.2	33	14	197	0.0654906	0.547513	56
0.2	23	38	177	0.305111	0.461516	57
0.2	5	2	160	0.193062	0.312239	58
0.2	31	35	155	0.305111	0.461516	59
0.2	12	16	193	0.141781	0.483713	61
0.2	9	17	185	0.241247	0.341738	62
0.2	5	11	117	0.208555	0.486053	63
0.2	46	17	169	0.0803455	0.407637	64
0.2	0	22	148	0.0850885	0.536237	65
0.2	5	8	130	0.305111	0.461516	66
0.2	2	19	197	0.305111	0.461516	67
0.2	30	30	103	0.305111	0.461516	68
0.2	30	34	179	0.316376	0.245072	70
0.2	38	47	149	0.309535	0.359864	71
0.2	33	25	170	0.0615161	0.549959	72
0.2	20	0	129	0.0804749	0.53878	73
0.2	11	41	196	0.319463	0.173089	75
0.2	47	10	151	0.292346	0.464288	76
0.2	3	3	105	0.16071	0.502166	77
0.2	49	24	113	0.316038	0.249846	78
0.2	33	14	188	0.137901	0.511143	79
0.2	26	2	195	0.305111	0.461516	80
0.2	19	40	110	0.245013	0.475736	81
0.2	10	15	142	0.142219	0.336444	82
0.2	41	7	110	0.316669	0.240991	83
0.2	17	26	187	0.311885	0.315677	84
0.2	17	40	148	0.307537	0.402403	85
0.2	44	26	173	0.305111	0.461516	86
0.2	5	42	105	0.26052	0.471766	87
0.2	16	40	156	0.170717	0.345154	88
0.2	7	17	139	0.122052	0.320102	90
0.2	17	10	191	0.305111	0.461516	91
0.2	15	24	145	0.305111	0.461516	92
0.2	3	6	127	0.319963	0.198761	93
0.2	40	16	133	0.133516	0.325972	94
0.2	34	41	142	0.309431	0.361965	95
0.2	25	13	101	0.315019	0.26475	96
0.2	23	3	108	0.226263	0.41301	97
0.2	10	14	116	0.305111	0.461516	98
0.2	21	33	191	0.30615	0.435095	99
0.2	45	23	97.5	0.295227	0.463652	101
0.2	45	26	97.5	0.295227	0.463652	102
0.2	46	0	62.5	0.308652	0.378054	103
0.2	46	2	62.5	0.308652	0.378054	104
0.2	0	36	63	0.156326	0.503819	105
0.2	0	41	63	0.156326	0.503819	106
0.2	7	35	51.5	0.168624	0.499265	107
0.2	10	36	51.5	0.168624	0.499265	108
0.2	35	31	64	0.109093	0.245052	109
0.2	37	28	64	0.109093	0.245052	110
0.3	2	0	108	0.1831	0.484766	1
0.3	25	38	196	0.20736	0.250795	2
0.3	17	19	149	0.243982	0.45883	3
0.3	25	2	108	0.243982	0.45883	4
0.3	37	43	135	0.243982	0.45883	5
0.3	14	12	136	0.243982	0.45883	6
0.3	40	20	129	0.243982	0.45883	7
0.3	4	47	104	0.100333	0.370611	8
0.3	26	32	105	0.233718	0.305589	9
0.3	12	18	137	0.167459	0.492684	10
0.3	47	0	171	0.243982	0.45883	11
0.3	21	7	197	0.243982	0.45883	12
0.3	29	10	145	0.263645	0.218687	13
0.3	42	44	199	0.2058	0.474268	14
0.3	7	13	194	0.253749	0.315636	15
0.3	10	15	130	0.243982	0.45883	16
0.3	19	43	182	0.243982	0.45883	17
0.3	46	21	112	0.243982	0.45883	18
0.3	35	42	138	0.245585	0.43071	19
0.3	35	41	179	0.245479	0.432507	20
0.3	34	25	160	0.249131	0.375597	22
0.3	8	22	113	0.19126	0.480865	23
0.3	20	42	144	0.243982	0.45883	24
0.3	38	31	163	0.243982	0.45883	25
0.3	20	39	172	0.256259	0.287511	27
0.3	47	36	185	0.243982	0.45883	28
0.3	15	41	135	0.243982	0.45883	29
0.3	49	36	111	0.243982	0.45883	30
0.3	48	42	118	0.128868	0.51512	31
0.3	44	15	133	0.180418	0.390666	32
0.3	6	13	177	0.243982	0.45883	34
0.3	27	36	131	0.243982	0.45883	36
0.3	8	21	194	0.243982	0.45883	37
0.3	9	40	115	0.243982	0.45883	38
0.3	3	33	155	0.226766	0.465479	39
0.3	28	3	108	0.254265	0.309622	40
0.3	2	48	131	0.0819427	0.441745	42
0.3	23	19	109	0.243982	0.45883	43
0.3	4	25	160	0.254888	0.30252	44
0.3	23	14	100	0.243982	0.45883	45
0.3	48	48	104	0.245185	0.437511	46
0.3	11	22	154	0.187429	0.255524	47
0.3	46	28	165	0.0881759	0.452197	48
0.3	35	12	153	0.210806	0.286849	49
0.3	24	7	122	0.243982	0.45883	50
0.3	22	1	130	0.12679	0.413117	51
0.3	19	43	185	0.250594	0.355309	52
0.3	33	1	157	0.208668	0.473017	53
0.3	10	17	111	0.230924	0.271514	54
0.3	34	20	133	0.243982	0.45883	55
0.3	34	15	197	0.0648624	0.565187	56
0.3	23	39	177	0.243982	0.45883	57
0.3	3	2	160	0.163762	0.349896	58
0.3	32	34	155	0.243982	0.45883	59
0.3	13	14	193	0.122445	0.498402	61
0.3	11	19	185	0.198883	0.367792	62
0.3	4	10	117	0.171956	0.490345	63
0.3	47	15	169	0.0781208	0.447263	64
0.3	0	22	148	0.0795716	0.551844	65
0.3	4	9	130	0.243982	0.45883	66
0.3	0	17	197	0.243982	0.45883	67
0.3	32	28	103	0.243982	0.45883	68
0.3	28	36	179	0.256955	0.280199	70
0.3	38	47	149	0.24917	0.375037	71
0.3	31	23	170	0.0618774	0.56806	72
0.3	20	0	129	0.0761103	0.554867	73
0.3	9	42	196	0.26136	0.220828	75
0.3	49	9	151	0.234468	0.462445	76
0.3	4	1	105	0.136204	0.510496	77
0.3	48	22	113	0.256577	0.284149	78
0.3	33	14	188	0.11914	0.521549	79
0.3	26	3	195	0.243982	0.45883	80
0.3	17	42	110	0.199169	0.477222	81
0.3	11	16	142	0.125475	0.377486	82
0.3	42	6	110	0.257282	0.276822	83
0.3	15	28	187	0.251875	0.338563	84
0.3	17	39	148	0.246842	0.41012	85
0.3	43	25	173	0.243982	0.45883	86
0.3	3	41	105	0.210737	0.472124	87
0.3	15	38	156	0.146454	0.380153	88
0.3	6	16	139	0.110848	0.367497	90
0.3	17	10	191	0.243982	0.45883	91
0.3	14	26	145	0.243982	0.45883	92
0.3	4	7	127	0.260933	0.241846	93
0.3	41	15	133	0.119236	0.370341	94
0.3	32	39	142	0.249049	0.376771	95
0.3	27	11	101	0.255432	0.296478	96
0.3	25	4	108	0.186349	0.428123	97
0.3	9	16	116	0.243982	0.45883	98
0.3	23	34	191	0.245211	0.437064	99
0.3	44	25	97.5	0.236615	0.461616	101
0.3	45	24	97.5	0.236615	0.461616	102
0.3	46	0	62.5	0.248144	0.390042	103
0.3	47	3	62.5	0.248144	0.390042	104
0.3	1	36	63	0.132926	0.51254	105
0.3	1	39	63	0.132926	0.51254	106
0.3	5	37	51.5	0.142121	0.506898	107
0.3	9	34	51.5	0.142121	0.506898	108
0.3	36	32	64	0.103002	0.308174	109
0.3	35	29	64	0.103002	0.308174	110
0.4	2	0	108	0.153091	0.492854	1
0.4	24	38	196	0.175869	0.297503	2
0.4	18	21	149	0.198686	0.463486	3
0.4	23	4	108	0.198686	0.463486	4
0.4	35	44	135	0.198686	0.463486	5
0.4	16	11	136	0.198686	0.463486	6
0.4	40	20	129	0.198686	0.463486	7
0.4	5	48	104	0.0936661	0.412933	8
0.4	27	30	105	0.194097	0.339064	9
0.4	12	19	137	0.141359	0.501678	10
0.4	46	1	171	0.198686	0.463486	11
0.4	20	8	197	0.198686	0.463486	12
0.4	27	9	145	0.218539	0.264179	13
0.4	44	43	199	0.170103	0.481054	14
0.4	7	13	194	0.208735	0.344879	15
0.4	10	16	130	0.198686	0.463486	16
0.4	19	44	182	0.198686	0.463486	17
0.4	44	22	112	0.198686	0.463486	18
0.4	37	40	138	0.200364	0.440235	19
0.4	37	39	179	0.200253	0.44172	20
0.4	34	27	160	0.204034	0.39461	22
0.4	8	21	113	0.159208	0.488482	23
0.4	18	42	144	0.198686	0.463486	24
0.4	38	33	163	0.198686	0.463486	25
0.4	21	40	172	0.211256	0.32151	27
0.4	49	34	185	0.198686	0.463486	28
0.4	15	41	135	0.198686	0.463486	29
0.4	49	34	111	0.198686	0.463486	30
0.4	49	41	118	0.112377	0.526351	31
0.4	46	17	133	0.152745	0.416059	32
0.4	5	11	177	0.198686	0.463486	34
0.4	27	35	131	0.198686	0.463486	36
0.4	9	23	194	0.198686	0.463486	37
0.4	8	41	115	0.198686	0.463486	38
0.4	3	31	155	0.185803	0.471085	39
0.4	30	4	108	0.209255	0.339884	40
0.4	2	47	131	0.0787088	0.474937	42
0.4	22	19	109	0.198686	0.463486	43
0.4	3	26	160	0.209882	0.333985	44
0.4	22	14	100	0.198686	0.463486	45
0.4	48	47	104	0.199947	0.445859	46
0.4	11	23	154	0.160944	0.304138	47
0.4	44	26	165	0.0831621	0.482265	48
0.4	35	12	153	0.177528	0.326636	49
0.4	24	7	122	0.198686	0.463486	50
0.4	24	3	130	0.112514	0.443023	51
0.4	19	44	185	0.205533	0.377796	52
0.4	34	1	157	0.172251	0.479641	53
0.4	10	15	111	0.192839	0.311452	54
0.4	32	22	133	0.198686	0.463486	55
0.4	35	17	197	0.0641527	0.579824	56
0.4	25	40	177	0.198686	0.463486	57
0.4	1	0	160	0.141192	0.385102	58
0.4	31	36	155	0.198686	0.463486	59
0.4	11	13	193	0.107864	0.513759	61
0.4	10	19	185	0.166899	0.394669	62
0.4	2	9	117	0.144734	0.499078	63
0.4	45	13	169	0.0757771	0.480248	64
0.4	0	23	148	0.0752558	0.565771	65
0.4	6	8	130	0.198686	0.463486	66
0.4	1	16	197	0.198686	0.463486	67
0.4	32	30	103	0.198686	0.463486	68
0.4	27	34	179	0.211949	0.31543	70
0.4	36	45	149	0.204074	0.394147	71
0.4	31	21	170	0.0618977	0.582833	72
0.4	20	0	129	0.0726443	0.568967	73
0.4	8	41	196	0.216782	0.266198	75
0.4	47	7	151	0.191567	0.467624	76
0.4	4	2	105	0.117891	0.521304	77
0.4	48	24	113	0.211573	0.318715	78
0.4	32	13	188	0.105061	0.533335	79
0.4	26	4	195	0.198686	0.463486	80
0.4	19	43	110	0.165135	0.484386	81
0.4	12	18	142	0.112207	0.414008	82
0.4	44	4	110	0.212276	0.31262	83
0.4	15	30	187	0.206838	0.363908	84
0.4	17	40	148	0.201672	0.423198	85
0.4	42	26	173	0.198686	0.463486	86
0.4	5	41	105	0.173801	0.478631	87
0.4	14	39	156	0.127733	0.412669	88
0.4	4	17	139	0.101539	0.408419	90
0.4	17	12	191	0.198686	0.463486	91
0.4	15	28	145	0.198686	0.463486	92
0.4	2	6	127	0.215886	0.283497	93
0.4	42	15	133	0.107713	0.409241	94
0.4	33	37	142	0.20395	0.395583	95
0.4	28	11	101	0.210427	0.328964	96
0.4	23	3	108	0.156456	0.445927	97
0.4	10	15	116	0.198686	0.463486	98
0.4	24	35	191	0.199974	0.44549	99
0.4	46	23	97.5	0.193174	0.466677	101
0.4	44	23	97.5	0.193174	0.466677	102
0.4	47	2	62.5	0.203018	0.406576	103
0.4	47	4	62.5	0.203018	0.406576	104
0.4	3	37	63	0.115427	0.523537	105
0.4	2	41	63	0.115427	0.523537	106
0.4	5	39	51.5	0.122337	0.517363	107
0.4	11	34	51.5	0.122337	0.517363	108
0.4	37	33	64	0.0969575	0.361158	109
0.4	33	28	64	0.0969575	0.361158	110
0.5	2	0	108	0.130695	0.504061	1
0.5	25	37	196	0.151332	0.340275	2
0.5	16	22	149	0.165003	0.473189	3
0.5	24	6	108	0.165003	0.473189	4
0.5	37	43	135	0.165003	0.473189	5
0.5	18	9	136	0.165003	0.473189	6
0.5	41	19	129	0.165003	0.473189	7
0.5	4	48	104	0.0879195	0.448958	8
0.5	28	28	105	0.163941	0.371764	9
0.5	12	20	137	0.121851	0.513208	10
0.5	46	1	171	0.165003	0.473189	11
0.5	20	8	197	0.165003	0.473189	12
0.5	29	11	145	0.183827	0.307013	13
0.5	44	41	199	0.143506	0.491738	14
0.5	9	14	194	0.174684	0.37453	15
0.5	10	18	130	0.165003	0.473189	16
0.5	21	46	182	0.165003	0.473189	17
0.5	42	20	112	0.165003	0.473189	18
0.5	37	40	138	0.166643	0.453888	19
0.5	38	37	179	0.166535	0.455122	20
0.5	36	26	160	0.170198	0.415963	22
0.5	9	23	113	0.135303	0.499507	23
0.5	17	42	144	0.165003	0.473189	24
0.5	37	35	163	0.165003	0.473189	25
0.5	21	38	172	0.177062	0.355019	27
0.5	47	34	185	0.165003	0.473189	28
0.5	17	41	135	0.165003	0.473189	29
0.5	49	35	111	0.165003	0.473189	30
0.5	47	40	118	0.099971	0.538496	31
0.5	47	15	133	0.131731	0.441119	32
0.5	6	13	177	0.165003	0.473189	34
0.5	27	33	131	0.165003	0.473189	36
0.5	10	24	194	0.165003	0.473189	37
0.5	6	39	115	0.165003	0.473189	38
0.5	3	33	155	0.155318	0.481242	39
0.5	29	2	108	0.175176	0.370362	40
0.5	1	49	131	0.075761	0.502841	42
0.5	24	20	109	0.165003	0.473189	43
0.5	3	27	160	0.175769	0.365438	44
0.5	23	13	100	0.165003	0.473189	45
0.5	48	47	104	0.166237	0.458559	46
0.5	11	21	154	0.140095	0.347978	47
0.5	43	28	165	0.0789517	0.507946	48
0.5	36	13	153	0.151908	0.363943	49
0.5	23	9	122	0.165003	0.473189	50
0.5	24	2	130	0.101389	0.470104	51
0.5	21	43	185	0.171636	0.401967	52
0.5	34	1	157	0.145123	0.490255	53
0.5	10	16	111	0.163614	0.349282	54
0.5	34	22	133	0.165003	0.473189	55
0.5	34	16	197	0.0634297	0.591988	56
0.5	27	41	177	0.165003	0.473189	57
0.5	1	1	160	0.12373	0.417592	58
0.5	29	38	155	0.165003	0.473189	59
0.5	9	14	193	0.0968074	0.528999	61
0.5	12	19	185	0.142634	0.421362	62
0.5	1	9	117	0.124396	0.510519	63
0.5	45	14	169	0.0734996	0.507806	64
0.5	0	23	148	0.0718605	0.578091	65
0.5	7	7	130	0.165003	0.473189	66
0.5	1	17	197	0.165003	0.473189	67
0.5	32	29	103	0.165003	0.473189	68
0.5	27	36	179	0.177713	0.349938	70
0.5	36	45	149	0.170237	0.415577	71
0.5	32	21	170	0.061716	0.59495	72
0.5	21	2	129	0.0698786	0.581261	73
0.5	9	42	196	0.182472	0.308899	75
0.5	46	9	151	0.159652	0.47758	76
0.5	4	0	105	0.104138	0.533358	77
0.5	48	23	113	0.177359	0.352683	78
0.5	33	15	188	0.0944392	0.545581	79
0.5	26	3	195	0.165003	0.473189	80
0.5	19	45	110	0.139767	0.495228	81
0.5	12	20	142	0.10167	0.446349	82
0.5	42	5	110	0.178018	0.347589	83
0.5	13	28	187	0.172882	0.390397	84
0.5	19	41	148	0.167916	0.439735	85
0.5	41	27	173	0.165003	0.473189	86
0.5	7	39	105	0.146289	0.489194	87
0.5	12	37	156	0.113223	0.442491	88
0.5	3	18	139	0.0938482	0.443742	90
0.5	16	10	191	0.165003	0.473189	91
0.5	14	30	145	0.165003	0.473189	92
0.5	2	7	127	0.18138	0.323214	93
0.5	40	15	133	0.0984185	0.443262	94
0.5	35	39	142	0.170117	0.416772	95
0.5	29	10	101	0.176282	0.361245	96
0.5	23	5	108	0.13396	0.465033	97
0.5	10	14	116	0.165003	0.473189	98
0.5	26	35	191	0.166263	0.458252	99
0.5	44	24	97.5	0.16086	0.476577	101
0.5	44	23	97.5	0.16086	0.476577	102
0.5	48	0	62.5	0.169219	0.425917	103
0.5	45	5	62.5	0.169219	0.425917	104
0.5	1	38	63	0.102276	0.535633	105
0.5	4	40	63	0.102276	0.535633	106
0.5	7	41	51.5	0.107496	0.529333	107
0.5	9	35	51.5	0.107496	0.529333	108
0.5	39	32	64	0.0913459	0.405816	109
0.5	32	30	64	0.0913459	0.405816	110
0.6	2	0	108	0.1139	0.516964	1
0.6	24	38	196	0.132163	0.379153	2
0.6	17	22	149	0.139848	0.486065	3
0.6	22	6	108	0.139848	0.486065	4
0.6	39	42	135	0.139848	0.486065	5
0.6	20	11	136	0.139848	0.486065	6
0.6	39	20	129	0.139848	0.486065	7
0.6	4	48	104	0.0830259	0.479657	8
0.6	28	30	105	0.140882	0.40302	9
0.6	14	21	137	0.107198	0.52601	10
0.6	45	2	171	0.139848	0.486065	11
0.6	20	7	197	0.139848	0.486065	12
0.6	31	10	145	0.157023	0.34692	13
0.6	42	40	199	0.123599	0.5047	14
0.6	8	15	194	0.148802	0.403666	15
0.6	12	19	130	0.139848	0.486065	16
0.6	23	44	182	0.139848	0.486065	17
0.6	41	22	112	0.139848	0.486065	18
0.6	38	42	138	0.141386	0.469982	19
0.6	39	36	179	0.141285	0.47101	20
0.6	36	26	160	0.144688	0.438331	22
0.6	7	21	113	0.11739	0.512443	23
0.6	18	40	144	0.139848	0.486065	24
0.6	37	35	163	0.139848	0.486065	25
0.6	21	36	172	0.15096	0.387304	27
0.6	49	33	185	0.139848	0.486065	28
0.6	17	43	135	0.139848	0.486065	29
0.6	47	35	111	0.139848	0.486065	30
0.6	47	41	118	0.0905867	0.550779	31
0.6	48	15	133	0.115689	0.465149	32
0.6	5	14	177	0.139848	0.486065	34
0.6	28	31	131	0.139848	0.486065	36
0.6	8	25	194	0.139848	0.486065	37
0.6	5	37	115	0.139848	0.486065	38
0.6	4	32	155	0.132531	0.494182	39
0.6	29	4	108	0.14925	0.400173	40
0.6	1	47	131	0.0731383	0.526351	42
0.6	26	19	109	0.139848	0.486065	43
0.6	4	26	160	0.149788	0.396045	44
0.6	25	14	100	0.139848	0.486065	45
0.6	48	47	104	0.141006	0.473875	46
0.6	10	22	154	0.123656	0.387304	47
0.6	42	30	165	0.0754304	0.52988	48
